Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2018-01-02,4.929427146911621,4.933136592742436,4.809499088880617,4.841149882372587,355616000
2018-01-03,5.253852367401123,5.2842674669979885,5.038228610754998,5.046883198858249,914704000
2018-01-04,5.281546592712402,5.3918315041557285,5.259291804759612,5.335205505953128,583268000
2018-01-05,5.326304912567139,5.363643215722322,5.219481813339848,5.296384559214585,580124000
2018-01-08,5.489505767822266,5.563688086992966,5.4049374711935725,5.449941801379268,881216000
2018-01-09,5.4880218505859375,5.534509486398789,5.406421112906003,5.494945520956376,497000000
2018-01-10,5.531049728393555,5.534511564878863,5.34114252862259,5.3955428836259856,582664000
2018-01-11,5.540938854217529,5.595092049367035,5.51942548235791,5.563687922009804,406032000
2018-01-12,5.513737678527832,5.563440003156086,5.473184690555398,5.529068795458294,359916000
2018-01-16,5.442770481109619,5.62575394251092,5.358202656724877,5.540197089718123,702348000
2018-01-17,5.556763648986816,5.566654403411684,5.363394707166462,5.457358996580982,538408000
2018-01-18,5.549840450286865,5.604240783338405,5.506319900861838,5.537476416657203,408632000
2018-01-19,5.690046787261963,5.71427963945728,5.613144505265017,5.6400973041051445,609380000
2018-01-22,5.778571128845215,5.7803020468328015,5.640344357442486,5.697959401160642,550944000
2018-01-23,5.907647132873535,5.930396198643731,5.813435230815655,5.831980572590127,475228000
2018-01-24,5.830746173858643,5.946718148568419,5.77510918837874,5.910863149965841,579972000
2018-01-25,5.844345569610596,5.928419120116247,5.829509199415394,5.885145705557327,409884000
2018-01-26,6.016944408416748,6.01719154765798,5.875255802628519,5.888114117769155,516356000
2018-01-29,6.10398530960083,6.1351423059572445,5.9496859931662796,6.002355423754825,455116000
2018-01-30,6.001859188079834,6.093351153932858,5.895283713744563,5.962048083017877,570832000
2018-01-31,6.078021049499512,6.16382552682533,6.044638859288856,6.0772791601650855,478576000
2018-02-01,5.946964740753174,6.10522109285371,5.886629757073449,5.898004292362631,519224000
2018-02-02,5.77436637878418,5.884404164370299,5.716257066890043,5.8604184560445685,718464000
2018-02-05,5.284267425537109,5.767195324468156,5.069137948962137,5.613143185799309,1165204000
2018-02-06,5.578030586242676,5.580997671705138,5.044410806966556,5.054302035120864,1114800000
2018-02-07,5.657651901245117,5.810220722556652,5.605724376633851,5.67693960441476,802932000
2018-02-08,5.378725528717041,5.816401881923814,5.378477917931317,5.78326731403757,1144000000
