Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2018-01-02,180.56898498535156,180.72823809500116,176.7171434173781,176.84652328015753,18151900
2018-01-03,183.80372619628906,183.91321080270566,180.47939751012842,181.02682054221148,16886600
2018-01-04,183.46533203125,185.3365180379734,183.23641518592063,184.03265033266837,13880900
2018-01-05,185.9735107421875,186.0232640472396,184.06250391230233,184.71941156087465,13574500
2018-01-08,187.3968048095703,188.01389162023398,185.4559550121505,186.32186910933495,17994700
2018-01-09,186.98870849609375,187.91435382049985,186.22233145364547,187.81481683948036,12393100
2018-01-10,186.95884704589844,187.00861553550487,184.75922256507457,186.0630749818254,10529900
2018-01-11,186.88919067382812,187.5162250685007,186.50102073914078,187.5162250685007,9588600
2018-01-12,178.52857971191406,180.62868241811768,176.56781966543534,177.22472728437162,77551300
2018-01-16,177.55319213867188,180.89743136731119,177.20482787408395,180.64860408895177,36183800
2018-01-17,176.7668914794922,178.47882424230647,174.9753321710574,178.41909294268305,27992400
2018-01-18,178.95657348632812,180.13103089685436,176.24933160605107,177.2944091650246,23304900
2018-01-19,180.4395751953125,181.5145108168175,179.32483389325304,180.00165196036858,26826500
2018-01-22,184.5004425048828,184.52035293924786,179.56371788715904,179.951887827614,21059500
2018-01-23,188.4617919921875,188.66085078301788,184.67961421756127,185.17726878824334,25678800
2018-01-24,185.6749267578125,189.76564801119068,185.64506869800198,188.9992557058916,24334500
2018-01-25,186.6005401611328,187.73519189326166,185.72467850697743,187.06833663893437,17377700
2018-01-26,189.10873413085938,189.10873413085938,185.93369558576103,186.8692885950992,17759200
2018-01-29,185.10757446289062,187.9541589779271,184.75922540471308,187.86458480758526,20453200
2018-01-30,186.24221801757812,187.29724314347172,180.9869876336178,186.73987252505324,20858600
2018-01-31,186.0133056640625,188.93951666824896,184.35114139164045,187.48635878914843,43275100
2018-02-01,192.18423461914062,194.40378489480474,187.0086302249544,187.33708405750394,54211300
2018-02-02,189.38742065429688,193.29899344520533,189.08882487688817,191.13915926136931,26677500
2018-02-05,180.40972900390625,189.7158755251482,179.76278413867004,186.0531299975739,33128200
2018-02-06,184.4407196044922,184.89856845477743,176.90623791250104,177.73234625533001,37758500
2018-02-07,179.3347930908203,184.21181697651505,179.10587624163267,183.2861715813623,27601900
2018-02-08,170.775146484375,180.98701293813014,170.6756094940792,180.16090451775472,38478300
2018-02-09,175.2838897705078,176.0701772931132,166.3957714295385,173.94021638331782,39887600
2018-02-12,175.58250427246094,176.71715618305745,171.03393381799435,176.22944919472928,32092100
2018-02-13,172.33778381347656,175.14456307841942,172.28803050269613,174.7961987796766,21809400
2018-02-14,178.67788696289062,178.9665199083366,172.39748921513117,172.63635367006276,28929700
2018-02-15,179.1158447265625,179.65330499542176,176.0104697921348,179.65330499542176,20922100
2018-02-16,176.5280303955078,179.03621369092346,175.4730051327729,178.15038916021092,20645300
2018-02-20,175.18435668945312,177.11525885569642,174.28858453616257,174.94549221508885,21204900
2018-02-21,177.07542419433594,180.41966297306823,175.572497915421,175.88105645633365,23200800
2018-02-22,178.150390625,179.3646690056973,176.5778003420115,177.86174246601442,18464200
2018-02-23,182.43019104003906,182.52972802098623,178.66792400584404,179.05609393200032,19007300
2018-02-26,184.0625,184.7890865597399,182.36052998612493,183.7141509359819,17599700
2018-02-27,180.60877990722656,183.83357138463742,180.60877990722656,183.5847441317651,15849800
2018-02-28,177.48353576660156,182.02214308235156,177.30437222139437,181.44486195012547,18783000
2018-03-01,175.11468505859375,179.27506979662647,173.59186335426966,178.17027609082157,23201600
2018-03-02,175.79148864746094,176.27919557459333,172.17852693631085,172.47710751699228,20025900
2018-03-05,179.5537567138672,180.30023854364305,175.06491811154459,175.37346150456474,16189300
2018-03-06,178.93667602539062,181.52448586501552,178.26982072386542,180.92729430595986,15086800
2018-03-07,182.84825134277344,182.95773595718939,177.2347083223448,177.90156363298294,19097300
2018-03-08,181.48464965820312,183.53498388397196,180.5988252056949,182.69892792171473,17225900
2018-03-09,184.36109924316406,184.63978457452825,182.35058580792406,183.04729913633454,18526300
2018-03-12,183.89329528808594,185.22702096227977,183.35583508147866,184.36109175828622,15301200
2018-03-13,181.02682495117188,185.11754598187946,180.26043268758988,184.7393236619174,18067500
2018-03-14,183.32598876953125,183.3857048866232,180.99696907967405,181.74345091774714,16821700
2018-03-15,182.99752807617188,183.13687073989857,181.33536373485663,182.38044130641245,15614300
2018-03-16,184.2217559814453,184.46063563064666,182.5496439986702,183.6245796392591,24403400
2018-03-19,171.75054931640625,176.33892523422577,169.26227637154128,176.17967212082334,88140100
2018-03-20,167.36123657226562,169.40162347784184,161.19032254510918,166.68443360343,129851800
2018-03-21,168.5954132080078,172.5865973586535,162.5339842409996,164.02694793852154,106598800
2018-03-22,164.1165313720703,169.47129966244742,162.95202144478705,165.35072023236316,73743000
2018-03-23,158.64231872558594,165.81850410418517,158.27405921412011,164.6639418895425,53609700
2018-03-26,159.3091583251953,160.34428820442616,148.32095349477987,160.06560289552792,126116600
2018-03-27,151.50595092773438,162.08609141664357,150.0428453501392,155.57676146178918,79117000
2018-03-28,152.3121337890625,155.1487704903695,150.09259898992926,150.93860252057155,60029200
2018-03-29,159.04043579101562,160.66279449804537,153.41694540194985,154.42220213430406,59434300
2018-04-02,154.66107177734375,158.4531968059537,153.38707741569027,157.06971784194513,36796000
2018-04-03,155.37770080566406,156.65169521078622,150.10255965374913,155.8156392300269,42543900
2018-04-04,154.3724365234375,154.83027017208983,149.80395653654847,151.31683051354383,49885600
2018-04-05,158.59254455566406,160.8120947303666,155.91516071075105,160.80213191978945,41449600
2018-04-06,156.46258544921875,160.66279101161112,156.07441551275176,156.99009805038645,41644800
2018-04-09,157.1891632080078,159.77697301425755,155.3080295646195,157.0796937837121,34915200
2018-04-10,164.2658233642578,165.2014164403815,156.27349171887099,157.189174358614,57889300
2018-04-11,165.53982543945312,167.85888239871142,162.4842190531551,164.58432197122343,56144600
2018-04-12,163.10130310058594,166.66451162652712,162.33492600139087,166.19671511807707,38263000
2018-04-13,163.74827575683594,164.9227333367475,163.0017938480813,163.80799187958218,19990600
2018-04-16,164.0568084716797,165.00234912359446,162.62356087048948,164.94263300474694,18119400
2018-04-17,167.8688201904297,168.20722160671988,164.88289317965953,165.0520938878046,22743000
2018-04-18,165.57962036132812,167.3313588874807,164.99239164478516,166.09718533911396,20969600
2018-04-19,167.3114776611328,167.54039451796274,164.4250719539205,165.4203811245704,22235000
2018-04-20,165.49996948242188,167.639877630532,165.0321730652093,167.00288051582686,19119400
2018-04-23,165.06207275390625,167.65983035247635,164.3155908599173,166.48537279579597,23088100
2018-04-24,158.94091796875,165.3208531598246,157.44795426840437,164.65398267559019,35079900
2018-04-25,158.94091796875,160.30448662182448,155.45733600127687,159.38880404141128,41083600
2018-04-26,173.34303283691406,175.44313560101187,169.99879372411402,172.40743987273618,77556900
2018-04-27,172.77569580078125,176.26924031554097,171.79034955279135,175.98059218377009,29804700
2018-04-30,171.1931610107422,174.89571198711423,170.9045280611784,172.97475757377174,20750500
2018-05-01,173.04444885253906,173.20370196094183,169.43147179011453,171.19317323219084,26025900
2018-05-02,175.24407958984375,177.24464540275068,173.38284125549177,173.43260974766798,30424500
2018-05-03,173.2036895751953,175.29382952147006,171.312593219372,174.30848325651598,24026100
2018-05-04,175.7815399169922,176.14979942232154,172.2481895914646,172.26810002578856,17677800
2018-05-07,177.13516235351562,178.65798406679605,176.33891203332433,176.5180755692929,18697200
2018-05-08,178.08070373535156,178.20013596837327,176.27919668028616,177.41384845562752,15577200
2018-05-09,181.80316162109375,182.15151068949424,177.9413575005515,178.82718198119832,23282800
2018-05-10,184.65969848632812,185.25689002890425,181.64391308946358,182.2908579379112,21071400
2018-05-11,186.11285400390625,187.43661692885604,183.31602267673784,183.9828931382243,21207800
