,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,MSFT251017P00200000,2025-04-07 15:03:06+00:00,200.0,1.16,1.73,1.98,0.0,0.0,12,103,0.48328153442382815,False,REGULAR,USD
1,MSFT251017P00210000,2025-04-08 19:33:31+00:00,210.0,2.22,2.21,2.47,0.4100001,22.65194,19,22,0.46960979614257814,False,REGULAR,USD
2,MSFT251017P00220000,2025-04-08 19:31:51+00:00,220.0,2.83,2.78,3.1,0.5999999,26.905827,12,28,0.4578911633300782,False,REGULAR,USD
3,MSFT251017P00230000,2025-04-07 17:47:32+00:00,230.0,3.5,3.5,3.8,0.8399999,31.578943,1,59,0.444768735961914,False,REGULAR,USD
4,MSFT251017P00240000,2025-04-07 15:38:12+00:00,240.0,4.0,4.25,4.65,0.23000002,6.100796,5,41,0.432622861328125,False,REGULAR,USD
5,MSFT251017P00250000,2025-04-08 17:48:31+00:00,250.0,4.22,5.25,5.6,-0.23000002,-5.16854,1,154,0.4195614685058594,False,REGULAR,USD
6,MSFT251017P00260000,2025-04-07 18:40:11+00:00,260.0,5.16,6.35,6.8,0.3499999,7.276506,2,136,0.4085752502441406,False,REGULAR,USD
7,MSFT251017P00270000,2025-04-07 18:37:39+00:00,270.0,8.15,7.7,8.15,2.2499995,38.135586,1,968,0.39685661743164063,False,REGULAR,USD
8,MSFT251017P00280000,2025-04-07 18:44:44+00:00,280.0,5.1,9.2,9.75,-2.19,-30.041153,1,49,0.38590091644287106,False,REGULAR,USD
9,MSFT251017P00290000,2025-04-07 19:42:55+00:00,290.0,11.61,11.0,11.55,1.7699995,17.9878,29,132,0.37439590454101557,False,REGULAR,USD
10,MSFT251017P00300000,2025-04-08 18:15:19+00:00,300.0,14.85,13.1,14.65,4.1000004,38.139538,20,673,0.3764558204650879,False,REGULAR,USD
11,MSFT251017P00305000,2025-04-07 16:39:13+00:00,305.0,12.6,14.2,14.8,-0.5,-3.8167937,1,98,0.3579165771484375,False,REGULAR,USD
