,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,AAPL250523P00110000,2025-04-08 19:59:23+00:00,110.0,1.52,1.36,3.6,0.51,50.49505,177,50,1.0244189404296877,False,REGULAR,USD
1,AAPL250523P00120000,2025-04-08 19:52:45+00:00,120.0,2.07,2.0,2.5,0.66999996,47.85714,95,42,0.8425308715820312,False,REGULAR,USD
2,AAPL250523P00130000,2025-04-08 19:58:45+00:00,130.0,3.16,2.88,3.2,1.3500001,74.58565,40,35,0.7668480346679689,False,REGULAR,USD
3,AAPL250523P00135000,2025-04-08 19:59:54+00:00,135.0,3.6,2.89,5.9,1.4199998,65.1376,146,34,0.7919942675781251,False,REGULAR,USD
4,AAPL250523P00140000,2025-04-08 19:06:44+00:00,140.0,5.1,2.47,5.55,2.58,102.38095,67,23,0.6873810559082032,False,REGULAR,USD
5,AAPL250523P00145000,2025-04-08 19:56:48+00:00,145.0,5.35,4.05,7.5,1.8499999,52.85714,146,56,0.71679970703125,False,REGULAR,USD
6,AAPL250523P00150000,2025-04-08 19:52:47+00:00,150.0,6.55,4.5,8.55,2.0800004,46.53245,336,534,0.6745638012695314,False,REGULAR,USD
7,AAPL250523P00155000,2025-04-08 19:39:58+00:00,155.0,8.66,5.75,9.5,3.4099998,64.95238,164,46,0.644107562866211,False,REGULAR,USD
8,AAPL250523P00160000,2025-04-08 19:39:58+00:00,160.0,9.15,7.1,10.95,3.1999998,53.78151,700,152,0.6196327099609377,False,REGULAR,USD
9,AAPL250523P00165000,2025-04-08 19:47:36+00:00,165.0,10.9,9.3,12.7,3.1899996,41.374832,316,100,0.6109658044433595,False,REGULAR,USD
10,AAPL250523P00170000,2025-04-08 19:58:35+00:00,170.0,12.6,10.65,14.6,3.9000006,44.827595,300,203,0.5765423205566407,False,REGULAR,USD
11,AAPL250523P00175000,2025-04-08 19:55:45+00:00,175.0,14.75,12.65,16.7,4.4799995,43.622192,1392,119,0.5493209130859377,True,REGULAR,USD
12,AAPL250523P00180000,2025-04-08 19:52:41+00:00,180.0,17.45,14.8,19.0,5.2300005,42.798695,584,268,0.5175219146728516,True,REGULAR,USD
13,AAPL250523P00185000,2025-04-08 19:00:19+00:00,185.0,19.35,17.6,20.1,4.88,33.72495,848,64,0.5139208764648437,True,REGULAR,USD
14,AAPL250523P00190000,2025-04-08 19:33:27+00:00,190.0,23.5,22.7,23.2,5.120001,27.85637,19,84,0.4931691308593751,True,REGULAR,USD
15,AAPL250523P00195000,2025-04-08 19:40:17+00:00,195.0,28.22,24.0,26.75,6.8599987,32.116096,57,76,0.4792532543945312,True,REGULAR,USD
16,AAPL250523P00200000,2025-04-08 16:45:49+00:00,200.0,31.84,28.2,32.5,7.08,28.594507,270,65,0.5694623132324219,True,REGULAR,USD
17,AAPL250523P00205000,2025-04-08 16:18:22+00:00,205.0,24.95,31.7,36.5,-2.3799992,-8.708376,28,170,0.5647016186523439,True,REGULAR,USD
18,AAPL250523P00210000,2025-04-08 18:47:54+00:00,210.0,34.87,36.0,40.8,1.8899994,5.7307444,20,26,0.5681195532226562,True,REGULAR,USD
19,AAPL250523P00215000,2025-04-08 18:53:56+00:00,215.0,39.76,40.5,45.0,4.9799995,14.318573,5,19,0.5561567822265626,True,REGULAR,USD
20,AAPL250523P00220000,2025-04-08 19:33:44+00:00,220.0,50.4,45.5,50.0,11.110001,28.276915,6,17,0.5939982006835938,True,REGULAR,USD
21,AAPL250523P00225000,2025-04-07 18:18:24+00:00,225.0,43.32,50.0,54.9,0.0,0.0,7,8,0.6228065063476562,True,REGULAR,USD
22,AAPL250523P00230000,2025-04-08 14:09:20+00:00,230.0,41.28,55.0,59.9,-9.370003,-18.49951,1,3,0.6573520593261719,True,REGULAR,USD
23,AAPL250523P00240000,2025-04-07 18:56:55+00:00,240.0,50.92,65.0,69.7,-9.360001,-15.527539,2,1,0.7059355578613282,True,REGULAR,USD
24,AAPL250523P00245000,2025-04-03 17:59:40+00:00,245.0,41.7,69.7,74.5,0.0,0.0,2,1,0.7185086743164062,True,REGULAR,USD
25,AAPL250523P00250000,2025-04-03 18:36:50+00:00,250.0,47.33,74.7,79.5,0.0,0.0,10,10,0.7478052563476563,True,REGULAR,USD
